reg_no,product,ingredient_slug,ingredient,conc_value,conc_unit
021-03-3061-1,Фултайм,mezotrion,Мезотрион,75.0,г/л
021-03-3061-1,Фултайм,nikosulfuron,Никосульфурон,37.5,г/л
021-03-3061-1,Фултайм,pikloram,Пиклорам,17.5,г/л
178-01-9864-1,Фумифаст,alyuminiya-fosfid,Алюминия фосфид,560.0,г/кг
178-01-1396-1,Фумифаст,alyuminiya-fosfid,Алюминия фосфид,560.0,г/кг
606-01-3747-1,"Фумифос, ТАБ",alyuminiya-fosfid,Алюминия фосфид,560.0,г/кг
064-01-4008-1,Фумихелп,alyuminiya-fosfid,Алюминия фосфид,560.0,г/кг
126-01-1128-1,Фумишанс,alyuminiya-fosfid,Алюминия фосфид,560.0,г/кг
002-01-2959-1,Фумфайтер,alyuminiya-fosfid,Алюминия фосфид,560.0,г/кг
278-02-4108-1,Фунгисил,propikonazol,Пропиконазол,250.0,г/л
278-02-4108-1,Фунгисил,tsiprokonazol,Ципроконазол,80.0,г/л
262-02-633-1,Фундазол,benomil,Беномил,500.0,г/кг
262-02-9610-1,Фундазол,benomil-agro-kemi-kft,Беномил) агро-кеми кфт.,500.0,г/кг
602-07-2530-1,Фуролан,2-furana,2- фурана,988.9,г/л
019-03-1464-1,Фуроре Ультра,fenoksaprop-p-etil,Феноксапроп-п-этил,110.0,г/л
058-01-190-1,Фуфанон,malation,Малатион,570.0,г/л
058-01-1537-1,Фуфанон Эксперт,malation,Малатион,440.0,г/л
051-01-653-1,Фьюри,zeta-tsipermetrin,Зета-циперметрин,100.0,г/л
971-01-9834-0,Фэнс,lyambda-tsigalotrin,Лямбда-цигалотрин,100.0,г/л
971-01-4952-0,ФэнсДи,klotianidin,Клотианидин,140.0,г/л
971-01-4952-0,ФэнсДи,lyambda-tsigalotrin,Лямбда-цигалотрин,100.0,г/л
041-03-1853-1,Фюзилад Супер,fluazifop-p-butil,Флуазифоп-П-бутил,125.0,г/л
041-03-4548-1,Фюзилад Форте,fluazifop-p-butil,Флуазифоп-П-бутил,150.0,г/л
639-07-2810-1,Х-Панд,gibberellinovaya-kislota-a3,Гиббереллиновая кислота а3,135.0,г/л
639-07-3213-1,Х-Сайт,6-furfurilaminopurin,6-фурфуриламинопурин,0.4,г/л
018-07-5000-1,ХЭФК,etefon,Этефон,480.0,г/л
097-01(02)-3884-1,Хайджек,azoksistrobin,Азоксистробин,60.0,г/л
097-01(02)-3884-1,Хайджек,protiokonazol,Протиоконазол,60.0,г/л
097-01(02)-3884-1,Хайджек,tiametoksam,Тиаметоксам,375.0,г/л
178-02-3197-1,Хайп,prohloraz,Прохлораз,60.0,г/л
178-02-3197-1,Хайп,tritikonazol,Тритиконазол,20.0,г/л
699-03-4771-0,Хайфоп,galoksifop-p-metil,Галоксифоп-п-метил,540.0,г/л
021-03-4292-1,Хакер,klopiralid,Клопиралид,750.0,г/кг
021-03-3602-1,Хакер 300,klopiralid,Клопиралид,300.0,г/л
178-03-4657-0,Халк,flumioksazin,Флумиоксазин,350.0,г/л
866-02-9901-0,Халстеди,mefenoksam,Мефеноксам,350.0,г/л
184(026)-03-4156-1,Хантер,hizalofop-p-etil,Хизалофоп-п-этил,51.6,г/л
825-07-3752-1,Харвест Смарт,1-metiltsiklopropen,1-метилциклопропен,33.0,г/кг
374-07-1131-1,Харвест-Макс,hlorprofam,Хлорпрофам,624.0,г/л
374-07-9944-1,Харвест-Макс,hlorprofam,Хлорпрофам,624.0,г/л
018-01-1962-1,Харита,tiametoksam,Тиаметоксам,600.0,г/л
489-03-1903-1,Хармони Про,tifensulfuron-metil,Тифенсульфурон-метил,750.0,г/кг
085-03-4139-1,Хатор,klopiralid,Клопиралид,300.0,г/л
002-02-4406-1,Хауберк,piraklostrobina,Пираклостробина,120.0,г/л
002-02-4406-1,Хауберк,propikonazola,Пропиконазола,180.0,г/л
002-03-4078-1,Хевимет,s-metolahlor,С-метолахлор,960.0,г/л
097-03-1463-1,Хевимет Голд,s-metolahlor,С-метолахлор,312.5,г/л
097-03-1463-1,Хевимет Голд,terbutilazin,Тербутилазин,187.5,г/л
160-01-743-1,Хеликовекс,virus-yadernogo-poliedroza-hlopkovoy-sovki,Вирус ядерного полиэдроза хлопковой совки,7500000000000.0,полиэдров/л
866-01-9995-0,ХеликорГолд,alfa-tsipermetrin-2,Альфа-циперметрин,100.0,г/л
866-01-9995-0,ХеликорГолд,hlorantraniliprol,Хлорантранилипрол,100.0,г/л
021-01(02)-2728-1,Хет-Трик,difenokonazol,Дифеноконазол,67.0,г/л
021-01(02)-2728-1,Хет-Трик,imidakloprid,Имидаклоприд,333.0,г/л
021-01(02)-2728-1,Хет-Трик,tebukonazol,Тебуконазол,17.0,г/л
018-03-4600-1,Хилер,kvizalofop-p-tefuril,Квизалофоп-п-тефурил,40.0,г/л
063-02-3101-1,ХимАгроМаркетинг Тиабен Т,tiabendazol,Тиабендазол,80.0,г/л
063-02-3101-1,ХимАгроМаркетинг Тиабен Т,tritikonazol,Тритиконазол,80.0,г/л
590(297)-03-2507-1,Химера,hizalofop-p-etil,Хизалофоп-п-этил,125.0,г/л
886-03-4235-1,Химстар,tribenuron-metil,Трибенурон-метил,750.0,г/кг
262-02-1385-1,Хинуфур,karbofuran,Карбофуран,436.0,г/л
178-03-2340-1,Хит,metsulfuron-metil,Метсульфурон-метил,600.0,г/кг
177-08-3526-1,Хищник,metaldegid,Метальдегид,30.0,г/кг
126-02-628-1,Хлорошанс,medi-oksihlorid,Меди оксихлорид,670.0,г/кг
126-02-628-1,Хлорошанс,oksadiksil,Оксадиксил,130.0,г/кг
023(197)-01-3114-1,Хлорпирифос,hlorpirifos,Хлорпирифос,480.0,г/л
197-07-4799-1,Хлорпрофам,hlorprofam,Хлорпрофам,500.0,г/л
197-01-4601-1,Хлыст,fipronil,Фипронил,800.0,г/л
046-02-2380-1,Хом,medi-hlorokis,Меди хлорокись,861.0,г/кг
046-02-5033-1,Хом,medi-hlorokis,Меди хлорокись,861.0,г/кг
126-02-3273-1,Хорист,tsiprodinil,Ципродинил,750.0,г/кг
178-03-2910-1,Хорс Д,dikamba,Дикамба,200.0,г/л
178-03-2910-1,Хорс Д,nikosulfuron,Никосульфурон,50.0,г/л
126-02-9900-1,Хорт,pirimetanil,Пириметанил,375.0,г/л
126-02-9900-1,Хорт,fluopiram,Флуопирам,125.0,г/л
008-02-3302-1,Хортон,tsiprodinil,Ципродинил,250.0,г/л
041-02-4412-0,Хорус,tsiprodinil,Ципродинил,750.0,г/кг
164-02-454-1,Хранитель,difenokonazol,Дифеноконазол,250.0,г/л
010-02-4400-1,Хронос,tsiazofamid,Циазофамид,160.0,г/л
070-03-3840-1,Царумин,mtspa,МЦПА,500.0,г/л
286-07-2092-1,Цаца,benziladenina,Бензиладенина,10.0,г/л
012-07-759-1,Цветень,gibberellinovyh-kislot-natrievye-soli,Гиббереллиновых кислот натриевые соли,0.9,г/кг
012-07-9886-1,Цветень,natrievaya-sol-gibberellinovaya-kislota,Натриевая соль гиббереллиновая кислота,0.9,г/кг
021-01-2420-1,Цветолюкс Бау,imidakloprid,Имидаклоприд,0.1,г/л
014-07-2535-1,ЦеЦеЦе 750,hlormekvathlorid,Хлормекватхлорид,750.0,г/л
097-07-567-1,Цегран,hlormekvathlorid,Хлормекватхлорид,750.0,г/л
002-07-10055-1,Цегран,hlormekvathlorid,Хлормекватхлорид,750.0,г/л
023(197)-01-2223-1,Цезарь,alfa-tsipermetrin,Альфа-ципермeтрин,100.0,г/л
175-02-1534-1,Целитель,famoksadon,Фамоксадон,250.0,г/кг
175-02-1534-1,Целитель,tsimoksanil,Цимоксанил,250.0,г/кг
018-03-4404-1,Цензор,kletodim,Клетодим,240.0,г/л
018-03-3147-1,Цензор Макс,kletodim,Клетодим,120.0,г/л
178-07-4502-1,Центрино,hlormekvathlorid,Хлормекватхлорид,750.0,г/л
201-03-1056-1,Центурион,kletodim,Клетодим,240.0,г/л
201-03-2375-1,Центурион Нео,kletodim,Клетодим,240.0,г/л
201-03-2043-1,Центурион Профи,kletodim,Клетодим,360.0,г/л
178-01-2217-1,Цепеллин,alfa-tsipermetrin,Альфа-ципермeтрин,100.0,г/л
178-01-2754-1,Цепеллин Эдванс,lyambda-tsigalotrin,Лямбда-цигалотрин,50.0,г/л
014-02-2100-1,Цериакс Плюс,piraklostrobin,Пираклостробин,66.6,г/л
014-02-2100-1,Цериакс Плюс,fluksapiroksad,Флуксапироксад,41.6,г/л
014-02-2100-1,Цериакс Плюс,epoksikonazol,Эпоксиконазол,41.6,г/л
097-01-2546-1,Ци-Альфа,alfa-tsipermetrin,Альфа-ципермeтрин,100.0,г/л
041-02-1969-1,Цидели Топ,difenokonazol,Дифеноконазол,125.0,г/л
041-02-1969-1,Цидели Топ,tsiflufenamid,Цифлуфенамид,15.0,г/л
097-01-1643-1,Циклон,hlorpirifos,Хлорпирифос,500.0,г/л
097-01-1643-1,Циклон,tsipermetrin,Циперметрин,50.0,г/л
010-02-3371-1,Цимус Прогресс,propikonazol,Пропиконазол,250.0,г/л
010-02-3371-1,Цимус Прогресс,tsiprokonazol,Ципроконазол,80.0,г/л
050-01-4331-1,Циперус,tsipermetrin,Циперметрин,250.0,г/л
184(026)-01-3570-1,Ципи,tsipermetrin,Циперметрин,250.0,г/л
184(040)-01-1482-1,Ципи Плюс,hlorpirifos,Хлорпирифос,480.0,г/л
184(040)-01-1482-1,Ципи Плюс,tsipermetrin,Циперметрин,50.0,г/л
041-02-4478-0,Ципресс,difenokonazol,Дифеноконазол,250.0,г/л
041-02-4478-0,Ципресс,tsiprokonazol,Ципроконазол,150.0,г/л
148-01-853-1,Циракс,tsipermetrin,Циперметрин,250.0,г/л
233-07-1775-1,Циркон,gidroksikorichnaya-kislota,Гидроксикоричная кислота,0.1,г/л
009-03-2763-1,Цитадель 25,penoksulam,Пеноксулам,25.0,г/л
389-03-9893-0,Цитата,penoksulam,Пеноксулам,25.0,г/л
429-07-3433-1,Цитодеф-100,n-n-fenilmocheviny,N--n′-фенилмочевины,100.0,г/кг
046-01-1378-1,Цитокс,tsipermetrin,Циперметрин,250.0,г/л
046-01-5036-1,Цитокс,tsipermetrin,Циперметрин,250.0,г/л
184(026)-02-2444-1,Цихом,medi-hlorokis,Меди хлорокись,370.0,г/кг
184(026)-02-2444-1,Цихом,tsineb,Цинеб,150.0,г/кг
082-03-1308-1,Цицерон,rimsulfuron,Римсульфурон,250.0,г/кг
064-03-4697-1,Цукрон+,klopiralid,Клопиралид,300.0,г/л
064-03-461-1,Цукрон+,klopiralid,Клопиралид,300.0,г/л
"043(042,424)-01-2253-1",Цунами,alfa-tsipermetrin,Альфа-ципермeтрин,100.0,г/л
082-03-4337-1,Челленджер,imazamoks,Имазамокс,33.0,г/л
082-03-4337-1,Челленджер,imazapir,Имазапир,15.0,г/л
024-02-2838-1,Чемп ДП,medi-gidroksid,Меди гидроксид,576.0,г/кг
068(116)-03-726-1,Чисталан,2-4-d,"2,4-Д",376.0,г/л
116-03-9691-0,Чисталан,2-4-d,"2,4-Д",376.0,г/л
068(116)-03-726-1,Чисталан,dikamba,Дикамба,54.0,г/л
116-03-9691-0,Чисталан,dikamba,Дикамба,54.0,г/л
068(116)-03-706-1,Чисталан экстра,2-4-d,"2,4-Д",420.0,г/л
116-03-9692-0,Чисталан экстра,2-4-d,"2,4-Д",420.0,г/л
068(116)-03-706-1,Чисталан экстра,dikamba,Дикамба,60.0,г/л
116-03-9692-0,Чисталан экстра,dikamba,Дикамба,60.0,г/л
068(116)-03-692-1,Чисталан-супер,2-4-d,"2,4-Д",500.0,г/л
068(116)-03-692-1,Чисталан-супер,dikamba,Дикамба,100.0,г/л
126-02-3797-1,Чистосад,medi-sulfat,Меди сульфат,345.0,г/л
164-02-453-1,Чистофлор,propikonazol,Пропиконазол,250.0,г/л
021-02-3506-1,Чистоцвет,difenokonazol,Дифеноконазол,250.0,г/л
021-02-4326-1,Чистоцвет БАУ,propikonazol,Пропиконазол,0.7,г/л
941-03-9619-0,Чёрнополе,glifosat,Глифосат,687.0,г/кг
010-03-4857-1,Чёткий,klokvintoset-meksil,Клоквинтосет-мексил,11.5,г/л
010-03-4857-1,Чёткий,pinoksaden,Пиноксаден,45.0,г/л
010-03-4857-1,Чёткий,florasulam,Флорасулам,5.1,г/л
085-01-4136-0,Шаман,hlorpirifos,Хлорпирифос,500.0,г/л
085-01-4136-0,Шаман,tsipermetrin,Циперметрин,50.0,г/л
126-03-3534-1,Шанс 24,2-4-d,"2,4-Д",564.0,г/л
126-03-2890-1,Шанс Голд,mezotrion,Мезотрион,480.0,г/л
126-03-4015-1,Шанс ДКБ,dikamba,Дикамба,480.0,г/л
126-01-2937-1,Шанс Профи,fipronil,Фипронил,800.0,г/кг
126-03-9712-0,Шансгард,prometrin,Прометрин,500.0,г/л
126-03-587-1,Шансгард,prometrin,Прометрин,500.0,г/л
126-02-4014-1,Шансил,tebukonazol,Тебуконазол,250.0,г/л
126-02-4003-1,Шансил Трио,imazalil,Имазалил,40.0,г/л
126-02-4003-1,Шансил Трио,tebukonazol,Тебуконазол,60.0,г/л
126-02-4003-1,Шансил Трио,tiabendazol,Тиабендазол,60.0,г/л
126-02-4536-1,Шансил Ультра,tebukonazol,Тебуконазол,120.0,г/л
126-01-2612-1,Шансилин,diflubenzuron,Дифлубензурон,800.0,г/кг
126-01-2936-1,Шанситек,abamektin,Абамектин,18.0,г/л
126-01-9728-0,Шанситек Дуо,abamektin,Абамектин,41.5,г/л
126-01-9728-0,Шанситек Дуо,bifentrin,Бифентрин,63.0,г/л
126-01-1954-1,Шансометокс Трио,difenokonazol,Дифеноконазол,25.0,г/л
126-02(01)-9881-1,Шансометокс Трио,difenokonazol,Дифеноконазол,25.0,г/л
126-02-1943-1,Шансометокс Трио,difenokonazol,Дифеноконазол,25.0,г/л
126-01-1954-1,Шансометокс Трио,tiametoksam,Тиаметоксам,262.5,г/л
126-02(01)-9881-1,Шансометокс Трио,tiametoksam,Тиаметоксам,262.5,г/л
126-02-1943-1,Шансометокс Трио,tiametoksam,Тиаметоксам,262.5,г/л
126-01-1954-1,Шансометокс Трио,fludioksonil,Флудиоксонил,25.0,г/л
126-02(01)-9881-1,Шансометокс Трио,fludioksonil,Флудиоксонил,25.0,г/л
126-02-1943-1,Шансометокс Трио,fludioksonil,Флудиоксонил,25.0,г/л
126-03-586-1,Шансомитрон,metamitron,Метамитрон,700.0,г/л
126-03-9618-0,Шансомитрон,metamitron,Метамитрон,700.0,г/л
126-03-4013-1,Шанстар,tribenuron-metil,Трибенурон-метил,750.0,г/кг
126-03-1975-1,Шанстар Плюс,tribenuron-metil,Трибенурон-метил,500.0,г/кг
126-03-1975-1,Шанстар Плюс,florasulam,Флорасулам,104.0,г/кг
126-03-9664-0,Шанстар Трио,tifensulfuron-metil,Тифенсульфурон-метил,388.0,г/кг
126-03-9664-0,Шанстар Трио,tribenuron-metil,Трибенурон-метил,313.0,г/кг
126-03-9664-0,Шанстар Трио,florasulam,Флорасулам,117.0,г/кг
126-03-599-1,Шансти,tifensulfuron-metil,Тифенсульфурон-метил,750.0,г/кг
126-03-9621-1,Шансти,tifensulfuron-metil,Тифенсульфурон-метил,750.0,г/кг
126-03-4012-1,Шанстрел 300,klopiralid,Клопиралид,300.0,г/л
126-03-4069-1,Шансюген,klokvintoset-meksil,Клоквинтосет-мексил,34.5,г/л
126-03-4069-1,Шансюген,fenoksaprop-p-etil,Феноксапроп-п-этил,69.0,г/л
126-03-4047-1,Шантус,rimsulfuron,Римсульфурон,250.0,г/кг
021-01-2589-1,Шарпей,tsipermetrin,Циперметрин,250.0,г/л
869-01-4659-0,Шензи,hlorantraniliprol,Хлорантранилипрол,400.0,г/л
313-23-3639-1,Шин-Етсу МД ВП ТТ,z-8-dodetsenil-atsetat,Z-8-додеценил ацетат,423.0,мг/диспенсер
313-23-3639-1,Шин-Етсу МД ВП ТТ,z-8-dodetsenol,Z-8-додеценол,5.0,мг/диспенсер
313-23-3639-1,Шин-Етсу МД ВП ТТ,e-8-dodetsenil-atsetat,Е-8-додеценил ацетат,27.0,мг/диспенсер
313-23-3610-1,Шин-Етсу МД Дуо ТТ,1-dodekanol,1-додеканол,39.0,мг/диспенсер
313-23-3610-1,Шин-Етсу МД Дуо ТТ,1-tetradekanol,1-тетрадеканол,7.0,мг/диспенсер
313-23-3610-1,Шин-Етсу МД Дуо ТТ,z-8-dodetsenil-atsetat,Z-8-додеценил ацетат,1.0,мг/диспенсер
313-23-3610-1,Шин-Етсу МД Дуо ТТ,z-8-dodetsenol,Z-8-додеценол,1.0,мг/диспенсер
313-23-3610-1,Шин-Етсу МД Дуо ТТ,e-e-8-10-dodekadien-1-ol,"Е,е-8,10-додекадиен-1-ол",240.0,мг/диспенсер
