reg_no,name,kind,use_product,registrant,ogrn,reg_date,reg_until,status,n_brands,brands
429-13-1465-1,Фербиа,прочее,ЛС,ООО «Мизуки»,1117746470181,14.04.2017,13.04.2027,Действует,0,
651-10-2896-1,ФериГроу нитрат калия,калийное,C,"ООО ""ГРОУТЭК""",5167746307450,26.11.2020,25.11.2030,Действует,0,
292-21-2127-1,Феррилин Триум,прочее,C,Валагро С.п.А.,,22.02.2019,21.02.2029,Действует,0,
170-21-3829-1,Феррострене Премиум,прочее,ЛС,Гадот Агро Лтд.,,18.09.2019,17.09.2029,Действует,0,
651-10-2902-1,ФертиГроу нитрат кальция,кальциевое / известкование,C,"ООО ""ГРОУТЭК""",5167746307450,02.12.2020,01.12.2030,Действует,0,
261-13-593-1,Фертигрейн,прочее,C,ООО «АГРОЛИГА»,,12.03.2015,11.03.2025,Не действует,4,Старт СоМо | Масличный | Свекловичный | Зерновой
496-13-10023-1,Фертигрейн Зерновой,прочее,C,"АгриТекно Фертилизантес, С.Л.",,23.06.2026,22.06.2036,Действует,3,Старт СоМо | Свекловичный | Зерновой
496-13-1937-1,Фертигрейн плюс,прочее,C,"АгриТекно Фертилизантес, С.Л.",,31.05.2018,30.05.2028,Действует,2,Старт П | Фолиар П
345-15-9837-1,Фертика Азотное удобрение на основе Аммиачной селитры с микроэлементами,азотное,ЛС,АО «Фертика»,1097746681317,16.03.2026,бессрочно,Действует,0,
345-11-9838-1,Фертика Азофоска с микроэлементами,микроудобрение,ЛС,АО «Фертика»,1097746681317,17.03.2026,бессрочно,Действует,0,
345-11-9839-1,Фертика Аммофос с микроэлементами,микроудобрение,ЛС,АО «Фертика»,1097746681317,17.03.2026,бессрочно,Действует,0,
345-11-4577-1,Фертика Газон Органик,комплексное NPK,ЛС,АО «Фертика»,1097746681317,22.05.2024,бессрочно,Действует,6,Старт 10-25-5 | NPK 20-5-10 | NPK 13-7-14 | NPK 5-10-30 | NPK 0-4-37 | NPK 0-5-50
345-15-9836-1,Фертика Карбамид с микроэлементами,азотное,ЛС,АО «Фертика»,1097746681317,16.03.2026,бессрочно,Действует,0,
345-11-4267-1,Фертика Лив Пауэр Хвойное для Вечнозеленых 8-7-21,комплексное NPK,ЛС,АО «Фертика»,1097746681317,24.11.2023,бессрочно,Действует,0,
345-11-4701-1,Фертика Листовое 19-6-20,комплексное NPK,ЛС,АО «Фертика»,1097746681317,24.10.2024,бессрочно,Действует,1,19-6-20
345-11-4268-1,Фертика Листовое Старт 13-40-13,комплексное NPK,ЛС,АО «Фертика»,1097746681317,24.11.2023,бессрочно,Действует,0,
345-11-4306-1,Фертика Люкс,прочее,ЛС,АО «Фертика»,1097746681317,12.12.2023,бессрочно,Действует,0,
345-21-2440-1,Фертика Микромикс-3,микроудобрение,C,АО «Фертика»,1097746681317,23.10.2019,22.10.2029,Действует,0,
345-17-2439-1,Фертика Сульфат калия (калий сернокислый),калийное,C,АО «Фертика»,1097746681317,23.10.2019,22.10.2029,Действует,0,
345-11-9835-1,Фертика Суперфосфат с микроэлементами,микроудобрение,ЛС,АО «Фертика»,1097746681317,16.03.2026,бессрочно,Действует,0,
345-11-4398-1,Фертика Хвойное для Вечнозеленых. Весна-Лето 10-7-14,комплексное NPK,ЛС,АО «Фертика»,1097746681317,31.01.2024,бессрочно,Действует,0,
345-11-4401-1,Фертика Хвойное для Вечнозеленых. Осень 7-12-21,комплексное NPK,ЛС,АО «Фертика»,1097746681317,05.02.2024,бессрочно,Действует,0,
841-17-3868-1,Фертика бесхлорное калийное удобрение с микроэлементами ЭкоКалий,микроудобрение,ЛС,ООО «РИЧМАН-МИНЕРАЛ»,1170280008887,22.11.2022,бессрочно,Действует,4,ЭкоКалий | ЭкоКалий Макс | ЭкоКалий Универсальное | ЭкоКалий Картофельное
186-11-3418-1,Фертикеа 8-7-21,комплексное NPK,ЛС,АО «Яра»,,05.02.2018,04.02.2028,Действует,0,
178-10-4171-1,Фертикс,прочее,C,"ООО ""АГРО ЭКСПЕРТ ГРУП""",1027708006996,08.08.2023,бессрочно,Действует,2,А | Б
178-21-1273-1,Фертикс-Моно,микроудобрение,C,"ООО ""АГРО ЭКСПЕРТ ГРУП""",1027708006996,16.11.2016,15.11.2026,Действует,3,Цинк | Медь | Марганец
617-11-2673-1,Фертилиберо,микроудобрение,C,"ООО ""ГРИН ПЛАНТ""",1175029028790,15.05.2020,14.05.2030,Действует,3,Фертилиберо В | Фертилиберо Zn | Фертилиберо Mn
617-13-2839-1,Фертилиберо NPK,комплексное NPK,C,"ООО ""ГРИН ПЛАНТ""",1175029028790,13.10.2020,12.10.2030,Действует,3,Фертилиберо NPK 18-18-18 + микро | Фертилиберо NPK 4-12-38 + микро | Фертилиберо NPK 10-40-8 + микро
617-21-4634-1,Фертилиберо Мо,прочее,C,"ООО ""ГРИН ПЛАНТ""",1175029028790,08.07.2024,07.07.2034,Действует,0,
289-21-762-1,Ферфоль,прочее,ЛС,«Агронутрисион»,,01.09.2015,31.08.2025,Не действует,2,Ферфоль 130 | Ферфоль 93
669-12-3020-1,Фильтрационный осадок при дефекации свекловичного сока (дефекат),кальциевое / известкование,ЛС,АО УСПЕНСКИЙ САХАРНИК,1032331955809,16.02.2021,15.02.2031,Действует,0,
698-12-3130-1,Фильтрационный осадок при дефекации свекловичного сока (дефекат),кальциевое / известкование,ЛС,ОАО «КРИСТАЛЛ-2»,1022304359571,30.04.2021,29.04.2031,Действует,0,
783-12-3444-1,Фильтрационный осадок сахарного производства – дефекат,кальциевое / известкование,ЛС,АО «САХАРНЫЙ КОМБИНАТ БОЛЬШЕВИК»,,23.12.2021,22.12.2031,Действует,0,
633-12-2771-1,Фильтрационный осадок сахарного производства – сахарный дефекат,кальциевое / известкование,ЛС,АО Сахарный завод Льговский,1024600644804,11.08.2020,10.08.2030,Действует,0,
585-19-3919-1,Фитоспорин ПроБио,биоудобрение,ЛС,Кузнецова Мария Вячеславовна,304027214000089,26.12.2022,25.12.2032,Действует,0,
318-13-750-1,Фитоферт Энерджи NPK,комплексное NPK,ЛС,ООО «КОРОЛЕВ АГРО»,,12.08.2015,11.08.2025,Не действует,15,Фитоферт Энерджи NPK 5-55-10 Старт | Фитоферт Энерджи NPK 20-20-20 Баланс | Фитоферт Энерджи NPK 15-5-33 Актив | Фитоферт Энерджи NPK 0-15-45 Финиш | Фитоферт Энерджи NPK 0-5-3 Манцин | Фитоферт Энерджи NPK 1-0-0 Бормакс 20В | Фитоферт Энерджи NPK 2-0-0 Кальцифол 25 | Фитоферт Энерджи NPK 0-0-2 Кальцимакс 20 | Фитоферт Энерджи NPK 0-0-2 Кальцимакс 40 | Фитоферт Энерджи NPK 1-0-0 FeОргано-6 | Фитоферт Энерджи NPK 2-0-0 Fe Макс-10 | Фитоферт Энерджи NPK 2-0-0 Zn Макс-7 | Фитоферт Энерджи NPK1-0-2 Ризофлекс | Фитоферт Энерджи NPK 2-0-2 Биофлекс | Фитоферт Энерджи NPK 4-0-0 Аминофлекс
419-11-3749-1,Флора сериес,микроудобрение,Л,ТЕРРА АКВАТИКА САС,,30.08.2019,29.08.2029,Действует,3,Флора микро | Флора гро | Флора блум
777-13-3402-1,Флоровит Про Натура Микрофлора 3в1,микроудобрение,Л,ГРУППА ИНКО С.А.,,07.12.2021,06.12.2031,Действует,4,"Для хвойных | Для цветущих | Для газонов | Для овощей, цветов, фруктовых деревьев и кустарников"
777-11-3403-1,Флоровит гранулированное удобрение,комплексное NPK,Л,ГРУППА ИНКО С.А.,,07.12.2021,06.12.2031,Действует,14,"Для газонов | Для газонов осенний | Для хвойных | Для хвойных осенний | Универсальный | Универсальный осенний | Для роз и других цветущих кустарников | Для рододендронов, вересковых растений и гортензии | Для голубики | Для газонов быстрый эффект | Для газонов длительного действия 100 дней | Для хвойных длительного действия 100 дней | Для роз и других цветущих растений 100 дней | Для клубники и других цветущих фруктовых"
