reg_no,name,slug,form,conc,klass,registrant,ogrn,hazard_human,hazard_bees,reg_date,reg_until,status,has_lph
424-03-2510-1,Террастар,terrastar,ВДГ,750 г/кг трибенурон-метил,гербицид,ООО «ГРАНУМ»,1147746366261,II,III,26.12.2019,25.12.2029,Действует,0
021-02-1802-1,Терция,tertsiya,СК,60 г/л Прохлораз + 20 г/л тритиконазол + 10 г/л Азоксистробин,фунгицид,АО Фирма «Август»,1025006038958,III,-,10.11.2016,09.11.2026,Действует,0
184(026)-04-4560-1,Тесло,teslo,ВР,280 (150) г/л Дикват дибромида (200 г/л в пересчете на дикват ион),десикант,г/л Дикват дибромида (200 г/л в пересчете на дикват ион)) ООО «Агрорус и Ко»,,III,III,07.05.2024,06.05.2034,Действует,0
178-03-4029-1,Теспиан,tespian,КЭ,"50 г/л Пиноксаден + 12,5 г/л антидот клоквинтосет-мексил",гербицид,ООО «Агро Эксперт Груп»,1027708006996,III,III,15.03.2023,14.03.2033,Действует,0
018-02-9921-0,Тесса,tessa,МЭ,150 г/л Пираклостробин + 70 г/л Пропиконазол + 45 г/л Дифеноконазол,фунгицид,"АО ""ЩЕЛКОВО АГРОХИМ""",1025006519427,III,III,23.04.2026,22.04.2029,Действует,0
101(008)-02-3940-1,Тетрис,tetris,СП,4×10⁶ КОЕ/г Trichoderma virideF2001 + 3×10⁶ КОЕ/г Trichoderma harzianum F 2009 + 3×10⁶ КОЕ/г Trichoderma longibrachiatum F 2124,фунгицид,"ООО «БИОМ-ПРО», ООО «Ваше хозяйство»","1075009002254, 1025203566728",IV,III,10.01.2023,09.01.2033,Действует,1
018-01-697-1,Тефлутрин,teflutrin,МКС,200 г/л Тефлутрин,инсектицид,АО «Щелково Агрохим»,1025006519427,II,-,15.07.2015,14.07.2025,Не действует,0
018-01-9602-1,Тефлутрин,teflutrin,МКС,200 г/л Тефлутрин,инсектицид,АО «Щелково Агрохим»,1025006519427,II,-,25.09.2025,25.09.2035,Действует,0
661-01-4054-1,Тиальф,tialf,КС,200 г/л Тиаметоксам + 100 г/л альфа-циперметрин,инсектицид,ООО «ПРИОРИТЕТ ГРУПП»,1152312010740,III,I,30.03.2023,18.03.2026,Действует,0
050(360)-01-2777-1,Тиамакс,tiamaks,КС,240 г/л Тиаметоксам,инсектицид,"ООО «АГРОХИМИНВЕСТ, ЗАО «ФМРус»","1027743011207, 1097746208207",III,I,21.08.2020,20.08.2030,Действует,0
004(549)-01-4099-1,Тиара,tiara,КС,350 г/л Тиаметоксам,инсектицид,"ООО НПО «РАХ», ООО «АгроХимИнвест»","1037706005050, 5137746013400",III,I,13.09.2022,12.09.2032,Действует,0
021-02-4671-1,Тиацин Био,tiatsin-bio,МЭ,240 г/л Масло чайного дерева,фунгицид,АО Фирма «Август»,1025006038958,IV,III,23.09.2024,22.09.2034,Действует,0
021-02-4445-1,Тиацин Био БАУ,tiatsin-bio-bau,МЭ,"2,4 г/л Масло чайного дерева",фунгицид,АО Фирма «Август»,1025006038958,IV,III,06.03.2024,05.03.2034,Действует,0
586-01(02)-10064-0,Тибари,tibari,ТКС,350 г/л Имидаклоприд + 25 г/л Дифеноконазол + 25 г/л Флудиоксонил,инсектицид,Глобакем НВ,,III,-,05.08.2026,04.08.2029,Действует,0
017-01-715-1,Тибор,tibor,КЭ,300 г/л Диметоат + 40 г/л бета-циперметрин,инсектицид,ПЕТЕРС & БУРГ Кфт.,,III,I,21.07.2015,20.07.2025,Не действует,0
360-03-3925-1,Тигран Экстра,tigran-ekstra,КЭ,90 г/л феноксапроп-П-этил + 45 г/л Клодинафоп-пропаргил + 34 г/л антидот -клоквинтосет-мексил,гербицид,ООО «АГРОХИМИНВЕСТ,1027743011207,III,III,28.12.2022,27.12.2032,Действует,0
010-03-3625-1,Тигрис,tigris,ВР,480 г/л Бентазон,гербицид,ООО «ЛИСТЕРРА»,1057749556930,III,III,13.04.2022,12.04.2032,Действует,0
041-02-912-1,Тилт,tilt,КЭ,250 г/л Пропиконазол,фунгицид,ООО «Сингента»,1037739325271,III,III,22.12.2015,21.12.2025,Не действует,0
041-02-2669-1,Тилт Турбо,tilt-turbo,КЭ,450 г/л фенпропидин + 125 г/л Пропиконазол,фунгицид,ООО «Сингента»,1037739325271,II,III,28.04.2020,27.04.2030,Действует,0
682-01-10120-0,Тиль Про,til-pro,КС,350 г/л Тиаметоксам,инсектицид,ООО «НПК ХИМИЯ»,1197746012199,III,-,17.09.2026,16.09.2029,Действует,0
424(042)-01-1845-1,Тиматерр,timaterr,КС,350 г/л Тиаметоксам,инсектицид,"ООО «ГРАНУМ», ООО «ФОРВАРД»","1147746366261, 1105476055277",II,I,30.03.2018,29.03.2028,Действует,0
699-03-4318-1,Тимспрей,timsprey,СЭ,"300 г/л 2,4-Д (2-этилгексиловый эфир) + 6,25 г/л флорасулам",гербицид,"+ 6,25 г/л флорасулам) «Шандонг Вейфанг Рейбоу Кемикал Ко., Лтд.",,II,III,15.12.2023,14.12.2033,Действует,0
010-02-2424-1,Тимус,timus,КЭ,250 г/л Пропиконазол,фунгицид,ООО «ЛИСТЕРРА»,1057749556930,III,III,10.10.2019,09.10.2029,Действует,0
050-02-2833-1,Тир,tir,ТПС,400 г/л Тирам + 25 г/л Тебуконазол,фунгицид,ЗАО «ФМРус»,1097746208207,II,-,09.10.2020,08.10.2030,Действует,0
021-02-2626-1,Тирада,tirada,СК,400 г/л Тирам + 30 г/л Дифеноконазол,фунгицид,АО Фирма «Август»,1025006038958,III,III,25.03.2020,24.03.2030,Действует,0
126-02-3698-1,Тирам,tiram,ВСК,400 г/л Тирам,фунгицид,ООО «Шанс»,1093668046812,III,-,31.05.2022,30.05.2032,Действует,0
010-03-3917-1,Тираназор,tiranazor,КЭ,"550 г/л 2,4-Д кислоты (2-этилгексиловый эфир) + 7,4 г/л флорасулам",гербицид,"+ 7,4 г/л флорасулам) ООО «ЛИСТЕРРА»",1057749556930,II,III,20.12.2022,19.12.2032,Действует,0
063-03-1566-1,Тирон,tiron,ВДГ,700 г/кг Метрибузин,гербицид,ООО «ХИМАГРОМАРКЕТИН Г.РУ»,1023403447913,III,III,03.10.2017,02.10.2027,Действует,0
184(040)-02-1504-1,Титан,titan,КЭ,250 г/л Пропиконазол,фунгицид,"Левей Маркетинг Актиенгезелльшафт, ООО «Агрорус и Ко»",,III,III,22.05.2017,21.05.2027,Действует,0
018-02-1864-1,Титул 390,titul-390,ККР,390 г/л Пропиконазол,фунгицид,АО «Щелково Агрохим»,1025006519427,III,III,10.04.2018,09.04.2028,Действует,0
018-02-2499-1,Титул Дуо,titul-duo,ККР,200 г/л Пропиконазол + 200 г/л Тебуконазол,фунгицид,АО «Щелково Агрохим»,1025006519427,II,III,11.12.2019,10.12.2029,Действует,0
018-02-2811-1,Титул Трио,titul-trio,ККР,80 г/л Ципроконазол + 160 г/л Тебуконазол + 80 г/л Пропиконазол,фунгицид,АО «Щелково Агрохим»,1025006519427,II,III,21.09.2020,20.09.2030,Действует,0
029-03-249-1,Титус,titus,СТС,250 г/кг римсульфурон,гербицид,ООО «Дюпон Наука и Технологии»,,III,III,10.02.2014,09.02.2024,Не действует,0
029-03-1928-1,Титус Плюс,titus-plyus,ВДГ,"699 г/кг Дикамба (диметиламинная соль) + 32,5 г/кг римсульфурон",гербицид,"+ 32,5 г/кг римсульфурон) ООО «Дюпон Наука и Технологии»",,III,III,28.05.2018,27.05.2028,Действует,0
002-03-3129-1,Тифенс,tifens,ВДГ,750 г/кг тифенсульфурон-метил,гербицид,ООО «АГРУСХИМ»,1057747562509,III,III,29.04.2021,28.04.2031,Действует,0
097-03-3378-1,Тифенс Классик,tifens-klassik,ВДГ,"187,5 г/кг тифенсульфурон-метил + 187,5 г/кг хлоримурон-этил",гербицид,ООО «АГРус»,5087746677893,II,III,18.11.2021,17.11.2031,Действует,0
004(549)-03-5013-1,Тифи,tifi,ВДГ,750 г/кг тифенсульфурон-метил,гербицид,"ООО НПО «РАХ», ООО «АгроХимИнвест»","1037706005050, 5137746013400",III,III,13.12.2022,12.12.2032,Действует,0
197-03-1764-1,ТифилАгро,tifilagro,ВДГ,750 г/кг тифенсульфурон-метил,гербицид,ООО «Агрохим ХХ1»,5067746338150,III,III,16.02.2018,15.02.2028,Действует,0
617-03-4138-1,Тифитерр,tifiterr,ВДГ,750 г/кг тифенсульфурон-метил,гербицид,ООО Грин Плант,1175029028790,III,III,20.06.2023,19.06.2033,Действует,0
278-03-4101-1,Толазин,tolazin,СЭ,"312,5 г/л С-Метолахлор + 187,5 г/л тербутилазин",гербицид,ООО ЭЛЛИПСАГРО,1142308002495,III,III,05.11.2019,04.11.2029,Действует,0
033-07-961-1,Томатон,tomaton,Р,"2,5 г/л 4-хлорфеноксиуксусная кислота",регулятор роста,ООО «ОРТОН»,1025004916573,III,III,04.02.2016,03.02.2026,Не действует,1
018-03(04)-4645-1,Тонгара,tongara,ВР,280 (150 г/л в пересчёте на дикват ион) г/л Дикват (дибромид),гербицид,г/л Дикват (дибромид)) АО «Щелково Агрохим»,1025006519427,III,III,25.07.2024,24.07.2034,Действует,0
018-04-778-1,Тонгара,tongara,ВР,280 г/л Дикват (дибромид) + 280 г/л Дикват (дибромид),десикант,+ 280 г/л Дикват (дибромид)) АО «Щелково Агрохим»,1025006519427,II,III,29.08.2024,28.08.2024,Не действует,0
010-02-3212-1,Тонус,tonus,ВДГ,250 г/кг Фамоксадон + 250 г/кг цимоксанил,фунгицид,ООО «ЛИСТЕРРА»,1057749556930,III,III,13.07.2021,12.07.2031,Действует,0
041-02-3023-1,Топаз,topaz,КЭ,100 г/л Пенконазол,фунгицид,ООО «Сингента»,1037739325271,III,III,17.02.2021,16.02.2031,Действует,0
041-03-2532-1,Топик,topik,КЭ,80 г/л Клодинафоп-пропаргил + 20 г/л антидот -клоквинтосет-мексил,гербицид,ООО «Сингента»,1037739325271,III,III,17.02.2020,16.02.2030,Действует,0
699-03-4322-1,Топкама,topkama,ВДГ,700 г/кг Метрибузин,гербицид,"«Шандонг Вейфанг Рейбоу Кемикал Ко., Лтд.",,III,III,18.12.2023,17.12.2033,Действует,0
094-01-469-1,Топсин-М,topsin-m,СП,700 г/кг Тиофанат -метил,фунгицид,"Ниппон Сода Ко., Лтд",,II,III,15.12.2014,14.12.2024,Не действует,0
094-02-1622-1,Топсин-М,topsin-m,КС,500 г/л Тиофанат - метил,фунгицид,"Ниппон Сода Ко., Лтд",,II,III,21.11.2017,20.11.2027,Действует,0
038-03-2110-1,Топтун,toptun,КЭ,"550 г/л 2,4-Д (малолетучие эфиры С7-С9)",гербицид,ООО «АГРОКОМ»,1077758212685,II,III,06.02.2019,05.02.2029,Действует,0
038-03-450-1,Топтун 100,toptun-100,КЭ,100 г/л феноксапроп-П-этил + 27 г/л антидот мефенпир-диэтил,гербицид,ООО «АГРОКОМ»,1077758212685,III,III,17.11.2014,16.11.2024,Не действует,0
б/н Топтун 100,Топтун 100,toptun-100,КЭ,27 г/л антидот мефенпир-диэтил + 100 г/л феноксапроп-П-этил,гербицид,ООО «ЛИСТЕРРА»,1057749556930,III,III,26.11.2024,25.11.2034,Действует,0
009-03-2935-1,Топшот 113,topshot-113,МД,"100 г/л Цигалофоп-бутил + 13,33 г/л Пеноксулам",гербицид,ДАУ АГРОСАЕНСЕС ВЕРТРИБСГЕЗЕЛЬШАФ Т М.Б.Х.,,III,III,17.12.2020,16.12.2030,Действует,0
446-01-1523-1,Тореадор Макси,toreador-maksi,КС,600 г/л Имидаклоприд,инсектицид,ООО «СФ-РЕГИСТРЭЙШН»,1142310001404,III,-,11.07.2017,10.07.2027,Действует,0
148-01-2028-1,Торег,toreg,КЭ,50 г/л лямбда-цигалотрин,инсектицид,ООО «ЮПЛ»,1157746848490,II,I,25.10.2018,24.10.2028,Действует,0
021-03-4287-0,Торнадо,tornado,ВР,360 г/л Глифосат кислоты (изопропиламинная соль),гербицид,АО Фирма «Август»,1025006038958,II,III,04.12.2023,03.12.2026,Действует,0
021-03-4288-0,Торнадо 500,tornado-500,ВР,500 г/л Глифосат кислоты (изопропиламинная соль),гербицид,"АО ФИРМА ""АВГУСТ""",1025006038958,II,III,04.12.2023,03.12.2026,Действует,0
021-03-3983-0,Торнадо 540,tornado-540,ВР,540 г/л Глифосат кислоты (калиевая соль),гербицид,"АО ФИРМА ""АВГУСТ""",1025006038958,II,III,11.02.2023,10.02.2026,Не действует,0
021-03-9768-0,Торнадо 540,tornado-540,ВР,540 г/л Глифосат кислоты (калиевая соль),гербицид,"АО ФИРМА ""АВГУСТ""",1025006038958,II,III,21.01.2026,20.01.2029,Действует,0
